back_x,back_y,back_z,thigh_x,thigh_y,thigh_z
-0.08980392302899297,0.08371084870982191,1.6789682921695472,-0.5996612353203412,0.2522877510428456,0.09696751539175076
-0.2904768280255949,-0.2559506662807471,0.8137668513719309,0.536247466962437,-0.26648840252540856,0.800360030467387
-0.193866185950615,-0.1748979657262574,-0.2027007435464581,0.8898703439462265,-0.7273704239278185,0.7263722370096889
-0.4819488393972606,-0.6561018028313302,0.5118636190820058,-0.5898666325484371,0.06634318625428202,-0.8108344043421736
-0.21928266116824985,0.6661210309126451,-0.47264013012497785,0.21532618392065211,-0.6101521806606939,0.6763701523309867
-0.5187273174491335,-1.3172254417632996,-0.4456639484774319,-1.1855548679759067,-1.9252377822403872,0.27337163401433673
0.1368353758401977,0.15293377635418595,0.4424604137789981,-0.2879473410703349,0.26252647909475996,-1.119398195047161
-0.27003043391313747,-0.008550319945319438,0.5897503972993188,0.20935756899433855,0.179186668996626,0.7130549405967781
-0.2877318071775948,0.42082963542056184,0.34956131059418927,0.20831228074689195,-0.3961276292363447,0.6805538644072949
-0.1949308335786782,-0.4905725555501628,0.9349645119856892,0.6699769502755848,0.9056772552553941,0.7401127959427802
0.4606348618274499,0.26720998496070997,-1.4667037271697567,1.0471795586690353,0.1552132447641326,0.8711941524137513
-0.02669710636167218,0.17484226149802218,-0.7300771154370673,0.5024654417629899,-0.03728653374721921,0.8168686656043738
0.6159226837177997,0.2456134771779492,-1.6295043343938882,0.8166460956556638,0.15369004231679387,0.8822189047091089
0.5472296733425668,-0.0650672512082487,1.126468937929526,0.0774198171794501,0.0426328897901456,-0.7835476916012225
0.2861799538479634,-0.3788723601148906,0.6515495274444102,-0.8057270768063073,0.050329450659070026,-0.4739179272197563
-0.3185136742307274,0.05145722891436379,-0.33341902011144464,1.1420995228320092,-0.1664771464244234,0.9306986903659203
-0.31316105711260633,0.47077257975080267,0.23629565015593365,0.8985621157823307,0.0942955620170482,0.8707378503333074
-0.28655224214137703,0.13558780436125947,0.5054557748638103,-0.5972731810109092,-0.2443766059748536,-0.9672823346251624
-0.2668507504319737,0.2213029933714887,-0.13266904829831908,0.46120899361655043,0.9130902679825305,0.6965043579442165
-0.3728255477437479,-0.6674970436149922,0.05666282246309584,-0.6215714198838188,-0.31305146640093207,-0.9050318761635312
-1.463175943811347,0.12458765282503009,-3.264318933099332,1.0334445647961696,-1.159600639006261,0.23159806514659453
-0.7194047460031752,0.35627261929792553,0.7548486174577553,-1.0791282637525608,0.19997995112232309,-0.2913996802163698
-0.23454707561067928,0.17930057287655832,1.0673880974815664,0.30102130877781924,-0.5926090799087813,0.7312987591747868
-0.24925768144227972,-0.6829534696211066,0.5155188038972859,0.5168329503359163,-0.4698252608156417,0.8012422628135675
-1.3081985174394415,1.3444217351283043,-2.089993488238715,-1.8918715347339727,-0.0651962574923385,-0.5647620931487439
-0.2846859085086025,0.1341800388853569,0.4688788377623026,-0.5936269081921948,-0.03986730191607998,-0.9641948903438599
-5.1478590607140475,-4.227359895291547,-1.198631370005593,2.0282266339746577,2.0733623552144467,-2.090237437968745
0.08899945835407636,-0.33044033006071843,1.6629738636481475,-0.0025880807656305776,0.561265880817203,-1.082251912307917
-0.38031627854317673,-0.6307917627736714,0.3841890497199324,1.0646122694758429,0.7959141546490023,0.772187668342841
-0.3544747926882506,-0.34739361100774363,0.08207722055046993,-0.7008587962917128,0.009206862126919596,-0.33183591450177424
-0.333370653312568,-0.030294703952781662,-0.2859490475907524,0.9921307599502073,-0.023238246557416537,0.8784566391691474
-0.4409426040888135,0.09070656303037862,0.6239396244571025,-0.685762165239187,-0.11841454787615267,-0.6698148574226392
-0.5073796319969271,0.7377311844320156,0.47178459480271745,0.7525241094456098,-0.8631081794837632,0.6039560887891346
-0.2271510728800949,-0.14680106332187381,-0.22577141129926134,0.5662158712602314,0.5390648027392866,0.7864340854642422
-0.06479429185213906,0.35344493577464403,-0.6873018316069963,0.5045124173760132,0.0076951005969708546,0.8200452478048964
-0.3546357231497767,-0.29111734644298054,0.07690357127537144,0.9574011475074662,-0.1534125714797622,0.8544540338011153
-0.22746312159850854,0.27515932524858705,-0.19839913719037489,0.5301816318259688,0.6564821500729762,0.7615759723228223
-0.7039207263748796,0.5314007122967663,-0.02308585699307222,-1.084393903590143,0.823665258418676,0.589908703026799
0.2535229628063886,-0.6243333061245323,-0.29929163751840254,-1.2903863629376595,-1.3535540608934942,-0.12631345984498082
-0.28493190084810605,1.4457141146902572,0.4755358270171382,-0.6932848844549367,-0.9433900962667064,-0.44011210706275933
0.4932214546032091,0.2137773828267027,-1.6461050099862449,0.8477506629683121,-0.46912197701189273,0.8392270516116874
-0.43701523852512564,0.29911004651461326,0.8483016638314008,0.4820696777182039,-1.4301326030817894,-0.5570207114051975
-0.18466728020111067,0.05972026803072186,1.2796578188178704,0.012082493169923707,-0.943924508989907,0.5101291695830075
-0.026896407901162857,-1.2553856414930817,-0.5345317598436562,-0.860976817131898,0.1708118392138164,-0.38496121795184557
-0.23131786735855842,-0.740769760187803,0.023482484524186508,0.8476746216593593,0.020688222380203635,0.8784379039093784
-0.3129139308602642,0.12617446061174872,0.8897833955276203,0.7463293072853184,-0.3393495776884773,0.8450504681384171
-0.33695069698927826,-0.14650637476010323,-0.31249792705988433,0.4667071124173185,0.562825006638575,0.7514421363018422
-0.24456615875200916,0.023462921798833285,1.0165297276445013,0.5523644625984818,-0.20492885131634864,0.8010075863734408
-0.31978920957044615,-0.39682024396945315,0.5668726071865069,0.5110043423239059,-0.24479454645838725,0.777319331487292
-0.32603319060605135,-0.13804876978035624,0.4102602145932418,0.817181718972827,0.2577372914140853,0.8850990296410786
-0.26931729513414804,-0.42492756502435863,0.7637608111908407,0.6733296314430628,0.8717850959837486,0.7620483352449169
2.4374963702778754,-3.5582335422985127,-1.0298423817646545,1.063391109974414,2.3494362835526905,0.01265220857767231
-0.02211090935124613,0.5802224318523104,1.083679995703328,0.7691417681457076,-0.6120714184542374,-0.813304079092014
-0.2942990492444842,0.40008992762859985,0.046825758791182254,-0.6671325622087018,-0.26298610594945204,-0.7529433154748606
-0.28140284792613773,0.45711015670449756,0.4712985748221441,0.5529980578551553,-0.03529917366716881,0.8374805709623511
-0.20678126195086033,-0.6404966550267011,-0.6732790386492211,-1.154862484138968,-3.3007148274376332,-1.0583521658740984
0.4528765399378444,1.0265307699092976,1.493420587651134,0.7022087796362169,-0.1529510449277463,-2.0017534249922493
2.188784856234537,0.21402896963375453,2.5247344295923266,0.8807810165724989,-1.4146003033061163,-1.824635299831967
0.2389524587270665,0.2054088111395062,0.03172160336128795,-0.7008587962917128,-0.8460943101558096,-0.9022878208683065
-0.31296493745884935,0.14250073990740852,0.36393139462074425,0.7891944146335105,0.274895086001355,0.857561346748406
-0.4140500141980382,0.24786112443394698,0.03352663707185665,-0.7536226818478372,0.24496064522678718,-0.7450560218220181
-1.743995214017098,-2.285975890628896,-1.4601935014123124,-1.7372161407588758,-14.079423007325605,0.5661165010776247
1.113093855696918,0.1700234177948353,-1.9419794853594858,1.044530454670798,-0.015153742739971304,0.8655987761191203
-0.09556441401643403,0.11495772637600796,1.2402859927905578,-0.5978283981669316,0.8130525913327418,-0.3711276112766497
-0.1422740478517561,-0.4142415764076705,-0.48313597313694817,0.7229668427451157,0.4130164609917474,0.8290305443605603
0.40151481330498634,0.5189883365889779,1.163218265139449,1.4652979736653158,-0.766983386467028,-1.8604434994813752
1.4211707687683577,-2.5187378251881185,-1.4595197097022445,4.17639593523688,0.6521133702012412,-1.0058853956171825
0.7159620919702109,0.1682743189908219,0.18692934960380062,-0.42102741649580944,0.04378459931424282,-1.1813110320151203
-0.3969426732829458,-0.4900154497134805,0.4630779307627156,1.0841621363699776,0.7984112248874347,0.7846676742321662
-1.039963974179134,-0.0004112660470126919,0.694421876830737,-0.4425670148057186,-0.6941129474159498,-1.2571906852539674
0.4930885268988923,0.2670299236526631,-1.6073358600399914,0.8442698308846719,-0.38989496180240657,0.8640437107496443
3.3239793126711055,-0.5704540051827587,-0.9492366213907226,0.4239871120127946,-3.510564704393529,-4.388828582413449
-0.7467955573169417,0.5726460119654382,-0.9097831681855452,-0.7266988248548655,-1.3280948654955718,-2.231164409495228
0.45601892334563077,0.20512721733089506,-1.4647082244510776,1.046451301244554,0.14962947759238643,0.8702531686549553
-0.18460937951869927,0.18661028778023636,-0.4609971860815441,-0.6480620500770471,-0.3728003373416008,-0.585271799424936
-0.2889068419573263,-0.11183690351435177,0.5527706927188679,-0.5666693084024544,0.3032265841692013,-0.6585388891379605
1.744133604441112,-3.4836447744466055,-1.0047955236343185,1.2774190621821,2.2511347946713127,0.057822117615316526
0.01524328093784866,-0.49121087763590043,0.7826653458546576,-0.7441161822219673,0.49639604334829285,-0.6382354555425845
0.4758377662508924,-0.5028389473366845,1.2593013448495025,-0.7685146127616793,0.08303694879269487,0.29688928545665516
3.0007771911086514,4.052122041459656,-0.591595835573422,0.7842778239045738,-2.627099467886873,-0.7025430186672142
-1.7202908025873482,1.4258359177472493,1.6459416210133204,1.6830913368293268,-0.7463730818789122,-2.349782728476826
-0.35477031774933987,0.5079053485619823,0.20628427675829047,-0.5910213162313978,0.21081973068113902,-0.9674779115813193
0.10110768155706167,-0.9245373083824219,0.390973560820729,0.2782417773473057,0.27438132738738996,-1.206879366972546
-0.269699471057491,-0.3538598333293377,-0.34562100546864594,-0.6753484767293868,-0.31701558890036413,-0.46383918756454334
-3.185287380034763,1.1328856609462297,1.2725044676104236,-2.1483351207289108,0.33531517675147693,0.4482037040226231
-0.31010135473899186,-1.4282149479058277,-0.6323207531878072,-1.9974997679962967,-4.17127951384495,0.01237374849471291
-0.14116627047455732,0.984777542120766,-0.004437635487253654,-0.5955032395726856,0.1308664930257633,-0.968587510409177
0.17137087098397852,0.7823846969398363,-1.2450735558800439,-0.16414527329960613,-0.3770375968334135,-1.1922826089218952
